src_ip,dst_ip,src_port,dst_port,protocol,duration,packets_in,packets_out,bytes_in,bytes_out,avg_packet_size,packet_rate,byte_rate,label
172.1.34.73,142.250.77.106,24700,443,TCP,77.3233,4,4,313,218,66.38,0.13,8.62,0
172.1.34.73,8.8.8.8,21204,53,TCP,18.662,6,6,479,379,71.5,17.05,1219.43,0
172.1.34.73,8.8.8.8,17736,53,TCP,18.463,5,6,416,379,72.27,57.55,4159.23,0
150.171.27.10,172.1.34.73,443,41447,TCP,90.948,3,4,163,240,57.57,0.09,5.43,0
172.1.34.73,57.144.57.32,27324,443,TCP,77.4427,7,7,4851,415,376.14,0.21,78.87,0
172.1.34.73,149.96.35.170,33862,443,TCP,69.1757,5,5,2099,307,240.6,0.18,43.67,0
172.1.34.73,57.144.57.32,5087,443,TCP,59.1585,2,2,108,110,54.5,0.09,4.84,0
172.1.34.73,8.8.8.8,52835,53,TCP,16.7698,6,6,425,375,66.67,41.04,2735.88,0
172.1.34.73,8.8.8.8,44715,53,TCP,16.7696,5,6,337,375,64.73,37.64,2436.54,0
172.1.34.73,8.8.4.4,21972,443,TCP,10.4763,6,5,336,3526,351.09,80.07,28112.83,0
172.1.34.73,8.8.8.8,31766,443,TCP,10.4761,4,5,228,3494,413.56,65.64,27145.69,0
172.1.34.73,8.8.8.8,47923,443,TCP,10.4605,3,4,174,1948,303.14,30.61,9279.71,0
172.1.34.73,8.8.4.4,9135,443,TCP,10.3383,5,4,282,2044,258.44,45.73,11818.87,0
172.1.34.73,8.8.8.8,6139,443,TCP,10.338,3,4,174,1948,303.14,35.62,10799.26,0
172.1.34.73,8.8.8.8,64032,443,TCP,10.2304,3,4,174,2012,312.29,38.92,12153.22,0
172.1.34.73,8.8.8.8,49252,443,TCP,10.1944,3,4,174,1980,307.71,48.67,14977.78,0
172.1.34.73,142.250.4.188,36463,443,TCP,94.3193,4,4,240,218,57.25,0.11,6.18,0
172.1.34.73,74.125.68.188,55021,443,TCP,93.919,4,4,240,218,57.25,0.11,6.13,0
172.1.34.73,199.232.198.27,64518,443,TCP,87.7679,4,4,240,218,57.25,0.12,6.68,0
172.1.34.73,142.250.77.142,4081,443,TCP,79.501,4,4,313,218,66.38,0.12,7.66,0
172.1.34.73,142.251.43.138,33566,443,TCP,78.8515,0,4,0,218,54.5,0.06,3.26,0
172.1.34.73,172.1.46.125,33042,7680,TCP,47.7883,0,5,0,330,66.0,0.33,21.97,0
172.1.34.73,10.0.0.2,19766,53,TCP,38.7917,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,8.8.8.8,41287,443,TCP,20.3752,4,5,228,3526,417.11,77.97,32522.44,0
172.1.34.73,8.8.8.8,41967,53,TCP,20.2587,5,6,363,372,66.82,116.61,7791.55,0
172.1.34.73,74.125.24.188,31348,5228,TCP,20.1845,5,5,270,330,60.0,3.99,239.26,0
172.1.34.73,8.8.8.8,34060,53,TCP,19.2538,5,6,363,372,66.82,80.83,5400.88,0
172.1.34.73,74.125.24.188,23527,5228,TCP,19.1613,5,5,270,330,60.0,3.52,211.44,0
172.1.34.73,150.171.22.12,49109,443,TCP,82.4541,4,4,240,218,57.25,0.12,6.92,0
172.1.34.73,172.1.42.124,23528,7680,TCP,17.7646,5,7,294,540,69.5,12.43,863.66,0
172.1.34.73,10.181.129.139,23529,7680,TCP,17.764,5,5,270,330,60.0,3.58,214.64,0
172.1.34.73,8.8.8.8,35201,53,TCP,13.7624,5,6,381,377,68.91,23.86,1643.86,0
172.1.34.73,8.8.8.8,21391,53,TCP,13.7623,5,6,339,377,65.09,21.07,1371.66,0
172.1.34.73,8.8.8.8,30789,53,TCP,13.5611,5,6,381,377,68.91,110.21,7594.35,0
35.201.109.167,172.1.34.73,443,17172,TCP,121.4722,4,5,218,306,58.22,0.08,4.72,0
104.26.11.240,172.1.34.73,443,18269,TCP,121.4722,19,19,1894,9232,292.79,0.37,108.43,0
172.1.34.73,149.96.35.170,62219,443,TCP,88.9823,5,5,325,272,59.7,0.15,8.68,0
172.1.34.73,172.16.0.1,33041,8090,TCP,80.7473,6,7,606,769,105.77,0.21,22.7,0
172.1.34.73,8.8.4.4,1452,443,TCP,18.386,3,4,174,1948,303.14,140.63,42631.84,0
172.1.34.73,8.8.4.4,43571,443,TCP,18.3357,4,4,228,2012,280.0,70.59,19765.81,0
172.1.34.73,8.8.8.8,49067,53,TCP,16.7483,6,7,440,437,67.46,69.32,4676.11,0
172.1.34.73,8.8.8.8,26270,53,TCP,16.7482,5,6,345,383,66.18,119.17,7887.15,0
172.1.34.73,216.239.34.223,10430,443,TCP,130.2896,0,6,0,327,54.5,0.05,2.72,0
172.1.34.73,142.250.206.10,37249,443,TCP,110.0215,5,5,379,273,65.2,0.11,7.12,0
172.1.34.73,142.251.222.202,2179,443,TCP,99.4867,4,4,313,218,66.38,0.1,6.53,0
172.1.34.73,142.251.155.119,24883,443,TCP,97.7698,4,4,313,218,66.38,0.1,6.69,0
172.1.34.73,23.209.224.40,15644,443,TCP,51.9826,17,15,9328,5239,455.22,0.78,356.37,0
172.1.34.73,23.57.75.2,27726,443,TCP,50.9308,75,51,117501,6397,983.32,3.16,3111.15,0
172.1.34.73,49.44.116.86,57067,443,TCP,50.8916,25,18,18372,5787,561.84,1.08,607.24,0
172.1.34.73,10.0.0.2,1888,53,TCP,34.8782,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,57.144.57.32,31799,443,TCP,141.1073,17,15,2482,4265,210.84,0.26,54.1,0
172.1.34.73,142.250.77.142,57950,443,TCP,89.3282,0,3,0,164,54.67,0.04,2.19,0
172.1.42.130,172.1.34.73,40340,7680,TCP,19.7848,7,9,484,601,67.81,18.66,1265.6,0
172.1.34.73,8.8.8.8,15312,53,TCP,16.7685,6,6,470,379,70.75,79.41,5618.54,0
172.1.34.73,8.8.8.8,48079,53,TCP,16.7683,5,6,413,379,72.0,63.76,4590.72,0
172.217.24.106,172.1.34.73,443,64264,TCP,153.2708,4,5,218,379,66.33,0.07,4.45,0
172.1.34.73,142.251.221.195,17628,443,TCP,142.5563,17,16,5515,3830,283.18,0.27,76.12,0
172.1.34.73,142.251.220.110,35943,443,TCP,118.2972,5,5,379,273,65.2,0.1,6.61,0
172.1.34.73,172.31.253.250,48080,7680,TCP,19.757,5,5,270,330,60.0,2.28,136.87,0
172.1.34.73,8.8.8.8,29052,53,TCP,15.2023,9,8,569,478,61.59,3.41,209.84,0
172.1.34.73,8.8.8.8,61191,53,TCP,15.2022,9,8,672,478,67.65,3.41,230.49,0
172.1.34.73,8.8.8.8,20222,53,TCP,19.0128,5,6,371,375,67.82,36.21,2455.84,0
172.1.34.73,8.8.8.8,49744,53,TCP,19.0127,5,6,337,375,64.73,36.22,2344.65,0
172.1.34.73,142.251.43.138,9073,443,TCP,173.2902,11,9,887,839,86.3,0.12,10.76,0
172.1.34.73,10.0.0.2,36443,53,TCP,35.0226,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,10.0.0.2,40562,53,TCP,34.815,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,8.8.8.8,42363,53,TCP,13.0059,6,6,435,377,67.67,32.29,2185.13,0
172.1.34.73,8.8.8.8,8189,53,TCP,13.0057,8,7,501,431,62.13,10.91,677.65,0
172.1.34.73,8.8.8.8,20964,53,TCP,12.8014,6,6,435,377,67.67,113.06,7650.49,0
172.1.34.73,57.144.57.32,48208,443,TCP,179.1853,0,7,0,1454,207.71,0.04,8.86,0
172.1.34.73,172.1.46.62,48081,7680,TCP,49.4883,0,5,0,330,66.0,0.33,21.96,0
172.1.34.73,10.0.0.2,51738,53,TCP,38.8486,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,35.71.131.137,58412,443,TCP,155.029,0,4,0,219,54.75,0.03,1.62,0
172.1.34.73,10.0.0.2,26957,53,TCP,32.8392,0,1,0,66,66.0,0.0,0.0,0
172.1.34.73,10.0.250.115,26958,7680,TCP,19.1321,5,6,371,425,72.36,9.13,660.36,0
172.1.34.73,49.44.116.79,44716,443,TCP,124.7159,51,37,82218,6282,1005.68,0.8,803.46,0
172.1.34.73,49.44.116.221,47924,443,TCP,122.8339,13,13,2052,2587,178.42,0.24,42.85,0
172.1.34.73,8.8.8.8,45633,53,TCP,15.0553,5,6,413,379,72.0,100.55,7239.75,0
172.1.34.73,8.8.8.8,58345,53,TCP,12.2439,5,6,388,366,68.55,106.53,7302.31,0
172.1.34.73,8.8.8.8,6836,53,TCP,12.2437,6,6,398,366,63.67,116.46,7414.88,0
172.1.34.73,8.8.8.8,25402,53,TCP,12.2277,5,6,400,366,69.64,87.66,6104.46,0
172.1.34.73,8.8.8.8,51433,53,TCP,12.2274,6,6,398,366,63.67,117.05,7452.5,0
172.1.34.73,8.8.8.8,25783,53,TCP,12.2271,5,6,393,390,71.18,40.6,2890.1,0
172.1.34.73,8.8.8.8,58346,53,TCP,12.2269,5,6,400,390,71.82,41.66,2991.7,0
172.1.34.73,8.8.8.8,26899,53,TCP,12.2266,5,6,341,370,64.64,76.65,4954.12,0
172.1.34.73,8.8.8.8,28755,53,TCP,12.2264,6,6,498,370,72.33,118.27,8554.76,0
172.1.34.73,8.8.8.8,21647,53,TCP,12.1912,6,6,425,375,66.67,134.85,8990.08,0
172.1.34.73,8.8.8.8,56623,53,TCP,12.1909,5,6,337,375,64.73,124.0,8026.15,0
172.1.34.73,8.8.4.4,23552,443,TCP,12.1496,4,4,228,1980,276.0,198.64,54825.81,0
172.1.34.73,8.8.4.4,16524,443,TCP,12.1296,4,5,240,3494,414.89,54.06,22427.64,0
172.1.34.73,8.8.4.4,56198,443,TCP,12.1082,3,4,174,2012,312.29,22.56,7045.41,0
172.1.34.73,216.239.38.223,15914,443,TCP,12.0817,7,8,4868,2278,476.4,10.19,4854.8,0
172.1.34.73,216.239.38.223,25794,443,TCP,12.0812,9,9,4989,2364,408.5,12.23,4997.29,0
172.1.34.73,8.8.4.4,62724,443,TCP,11.9614,3,4,174,1948,303.14,32.21,9763.73,0
172.1.34.73,8.8.4.4,4226,443,TCP,11.8746,5,4,282,2044,258.44,68.96,17822.12,0
172.1.34.73,8.8.4.4,7798,443,TCP,11.7434,3,4,174,2044,316.86,24.07,7626.24,0
172.1.34.73,8.8.4.4,46786,443,TCP,11.4328,5,5,282,3558,384.0,24.49,9405.61,0
172.1.34.73,8.8.4.4,17990,443,TCP,11.3228,3,4,174,2044,316.86,20.15,6384.42,0
172.1.34.73,8.8.4.4,13486,443,TCP,11.0704,3,4,174,1980,307.71,45.16,13897.67,0
172.1.34.73,8.8.4.4,53302,443,TCP,11.0657,5,4,282,2012,254.89,59.88,15262.71,0
172.1.34.73,8.8.4.4,8559,443,TCP,10.9748,4,4,228,2012,280.0,134.65,37701.55,0
172.1.34.73,8.8.4.4,1363,443,TCP,10.9147,3,4,174,2044,316.86,41.85,13260.4,0
172.1.34.73,8.8.8.8,1329,53,TCP,10.6995,5,6,403,369,70.18,37.37,2622.6,0
172.1.34.73,8.8.8.8,50164,53,TCP,10.6992,5,6,393,369,69.27,37.4,2590.84,0
172.1.34.73,8.8.8.8,29878,53,TCP,10.6955,5,6,411,372,71.18,37.89,2697.28,0
172.1.34.73,8.8.8.8,50654,53,TCP,10.6953,5,6,334,372,64.18,37.92,2433.63,0
172.1.34.73,8.8.8.8,38677,53,TCP,10.6878,5,6,395,375,70.0,35.78,2504.5,0
172.1.34.73,8.8.8.8,27812,53,TCP,10.6875,5,6,361,375,66.91,38.95,2606.28,0
172.1.34.73,8.8.8.8,12114,53,TCP,10.687,5,6,380,377,68.82,39.02,2685.44,0
172.1.34.73,8.8.8.8,41801,53,TCP,10.6868,5,6,339,377,65.09,39.06,2542.13,0
172.1.34.73,8.8.8.8,22890,53,TCP,10.376,5,6,363,372,66.82,44.77,2991.57,0
172.1.34.73,8.8.8.8,22941,53,TCP,10.3756,6,6,456,382,69.83,51.0,3561.35,0
172.1.34.73,8.8.8.8,6665,53,TCP,10.3755,5,6,608,382,90.0,46.78,4210.26,0
172.1.34.73,8.8.8.8,38286,53,TCP,10.3447,5,6,382,379,69.18,51.29,3548.65,0
172.1.34.73,8.8.8.8,34574,53,TCP,10.3446,5,6,389,379,69.82,53.83,3758.63,0
172.1.34.73,8.8.8.8,13901,53,TCP,10.3086,5,6,395,375,70.0,49.85,3489.5,0
172.1.34.73,8.8.8.8,26142,53,TCP,10.3085,5,6,361,375,66.91,49.89,3338.25,0
172.1.34.73,8.8.8.8,10736,53,TCP,10.3045,6,6,434,384,68.17,55.42,3777.72,0
172.1.34.73,8.8.8.8,43108,53,TCP,10.3043,6,6,400,384,65.33,55.46,3623.66,0
172.1.34.73,8.8.8.8,30335,53,TCP,10.2845,6,6,445,388,69.42,61.06,4238.37,0
172.1.34.73,8.8.8.8,47420,53,TCP,10.2844,6,6,452,388,70.0,61.08,4275.92,0
172.1.34.73,8.8.4.4,10047,443,TCP,10.2293,3,4,174,1948,303.14,49.38,14968.43,0
34.238.223.55,172.1.34.73,443,33301,TCP,213.3435,6,7,328,438,58.92,0.07,3.88,0
172.3.2.36,172.1.34.73,49211,7680,TCP,83.237,2006,258,1170279,15147,523.6,33.43,17502.79,0
172.1.34.73,74.125.68.188,13930,5228,TCP,20.2108,5,5,270,330,60.0,4.09,245.61,0
172.1.34.73,8.8.4.4,61572,443,TCP,20.0945,4,4,228,1980,276.0,24.58,6785.27,0
172.1.34.73,8.8.4.4,1890,443,TCP,20.0527,3,4,174,2044,316.86,24.66,7812.28,0
172.1.34.73,8.8.4.4,45386,443,TCP,19.9743,4,4,228,1980,276.0,19.59,5407.91,0
172.1.34.73,8.8.4.4,2522,443,TCP,19.7679,3,4,174,1948,303.14,16.83,5101.78,0
172.1.34.73,8.8.4.4,37901,443,TCP,19.5655,4,4,228,1980,276.0,22.0,6071.54,0
172.1.34.73,8.8.8.8,56092,53,TCP,19.5534,6,6,559,377,78.0,20.55,1602.9,0
172.1.34.73,8.8.8.8,37066,53,TCP,19.5533,6,6,530,377,75.58,20.56,1553.71,0
172.1.34.73,8.8.8.8,26971,53,TCP,19.3186,6,6,421,371,66.0,22.05,1455.02,0
172.1.34.73,8.8.8.8,65450,53,TCP,19.3184,5,6,333,371,64.0,20.21,1293.52,0
172.1.34.73,150.171.22.17,2618,443,TCP,18.5831,16,16,9461,3376,401.16,72.98,29276.8,0
172.1.34.73,8.8.4.4,40615,443,TCP,18.1735,6,5,348,3526,352.18,40.24,14173.03,0
172.1.34.73,8.8.4.4,41619,443,TCP,18.1065,3,4,174,1980,307.71,20.67,6361.04,0
172.1.34.73,8.8.4.4,37570,443,TCP,17.8995,4,4,228,2044,284.0,50.15,14241.39,0
172.1.34.73,8.8.4.4,21107,443,TCP,17.7672,4,5,240,3494,414.89,69.59,28870.99,0
172.1.34.73,8.8.8.8,19160,53,TCP,17.3376,5,6,367,371,67.09,102.93,6905.65,0
172.1.34.73,8.8.8.8,37324,53,TCP,17.3375,6,6,387,371,63.17,112.49,7105.63,0
172.1.34.73,8.8.8.8,41979,53,TCP,17.2646,5,6,394,391,71.36,56.98,4066.54,0
172.1.34.73,8.8.8.8,17965,53,TCP,17.2644,5,6,401,391,72.0,57.04,4107.03,0
172.1.34.73,8.8.8.8,38042,53,TCP,17.1596,6,6,444,387,69.25,51.23,3547.78,0
172.1.34.73,8.8.8.8,58133,53,TCP,17.1594,5,6,397,387,71.27,45.75,3260.95,0
172.1.34.73,8.8.8.8,16360,53,TCP,16.303,5,6,380,384,69.45,26.86,1865.7,0
172.1.34.73,8.8.8.8,17632,53,TCP,16.3029,6,6,412,384,66.33,29.31,1944.46,0
172.1.34.73,8.8.8.8,64191,53,TCP,16.2987,6,6,432,382,67.83,29.62,2009.49,0
172.1.34.73,8.8.8.8,23334,53,TCP,16.2985,5,6,344,382,66.0,26.99,1781.14,0
172.1.34.73,8.8.8.8,40173,53,TCP,16.1079,6,6,448,391,69.92,55.99,3914.82,0
172.1.34.73,8.8.8.8,14316,53,TCP,16.1077,5,6,401,391,72.0,29.57,2129.03,0
172.1.34.73,8.8.8.8,59751,53,TCP,15.9962,5,6,374,371,67.73,49.12,3327.01,0
172.1.34.73,8.8.8.8,31734,53,TCP,15.996,5,6,333,371,64.0,49.81,3187.83,0
172.1.34.73,8.8.8.8,29788,53,TCP,15.7305,5,6,344,373,65.18,22.78,1484.99,0
172.1.34.73,8.8.8.8,45454,53,TCP,15.7303,5,6,335,373,64.36,22.79,1466.85,0
172.1.34.73,8.8.4.4,60892,443,TCP,15.3388,3,4,174,1948,303.14,38.65,11717.67,0
172.1.34.73,8.8.8.8,51028,53,TCP,15.3035,5,6,367,371,67.09,47.2,3166.8,0
172.1.34.73,8.8.8.8,28918,53,TCP,15.3034,5,6,333,371,64.0,47.26,3024.64,0
172.1.34.73,8.8.4.4,60148,443,TCP,15.1571,4,4,228,2012,280.0,37.28,10439.43,0
172.1.34.73,8.8.4.4,45977,443,TCP,15.0845,4,5,240,3526,418.44,63.42,26538.69,0
172.1.34.73,8.8.4.4,63441,443,TCP,15.006,4,5,240,3494,414.89,77.9,32320.61,0
172.1.34.73,8.8.4.4,33381,443,TCP,14.942,5,4,282,1948,247.78,82.93,20548.26,0
172.1.34.73,8.8.8.8,52882,53,TCP,14.8946,6,6,444,394,69.83,33.2,2318.58,0
172.1.34.73,8.8.8.8,13700,53,TCP,14.8945,5,6,356,394,68.18,51.37,3502.59,0
172.1.34.73,8.8.4.4,28633,443,TCP,14.8898,5,4,282,1980,251.33,72.91,18324.99,0
172.1.34.73,8.8.8.8,47602,53,TCP,14.4515,5,6,379,376,68.64,27.28,1872.63,0
172.1.34.73,8.8.8.8,46561,53,TCP,14.4513,6,6,392,376,64.0,27.15,1737.64,0
172.1.34.73,8.8.8.8,33199,53,TCP,13.6015,6,6,428,371,66.58,44.3,2949.35,0
172.1.34.73,8.8.8.8,58500,53,TCP,13.6013,6,6,387,371,63.17,45.53,2875.99,0
172.1.34.73,8.8.8.8,48359,53,TCP,13.1704,5,6,390,394,71.27,55.41,3949.12,0
172.1.34.73,8.8.8.8,37475,53,TCP,13.1702,6,6,410,394,67.0,60.52,4055.06,0
172.1.34.73,8.8.8.8,3353,53,TCP,12.6441,5,6,384,381,69.55,25.07,1743.82,0
172.1.34.73,8.8.8.8,19931,53,TCP,12.6439,5,6,343,381,65.82,24.95,1642.46,0
172.1.34.73,8.8.8.8,21430,53,TCP,11.8823,6,6,401,385,65.5,42.05,2754.33,0
172.1.34.73,8.8.8.8,7821,53,TCP,11.8771,6,7,445,449,68.77,22.54,1550.07,0
172.1.34.73,8.8.8.8,28868,53,TCP,11.8768,7,7,465,449,65.29,24.29,1585.61,0
172.1.34.73,142.251.12.132,12787,443,TCP,11.6715,4,6,228,2167,239.5,25.61,6133.26,0
172.1.34.73,142.251.12.132,1212,443,TCP,11.6714,4,6,228,2135,236.3,25.62,6054.15,0
172.1.34.73,142.251.12.132,35557,443,TCP,11.6712,4,6,228,2135,236.3,25.63,6056.99,0
172.1.34.73,142.251.12.132,48921,443,TCP,11.6711,4,6,228,2135,236.3,25.64,6059.63,0
172.1.34.73,8.8.8.8,53530,53,TCP,10.9647,6,7,572,470,80.15,28.15,2256.72,0
172.1.34.73,8.8.8.8,17299,53,TCP,10.9646,6,7,504,470,74.92,28.17,2110.3,0
172.1.34.73,8.8.8.8,43586,53,TCP,10.9612,6,6,440,390,69.17,65.12,4504.36,0
172.1.34.73,8.8.8.8,63133,53,TCP,10.9611,6,7,488,456,72.62,28.39,2061.44,0
172.1.34.73,8.8.4.4,43853,443,TCP,10.7119,4,4,228,1948,272.0,23.43,6373.31,0
172.1.34.73,8.8.4.4,8085,443,TCP,10.5113,3,4,174,2044,316.86,49.71,15751.61,0
172.1.34.73,8.8.4.4,8699,443,TCP,10.4569,3,4,174,2012,312.29,46.25,14442.48,0
172.1.34.73,8.8.4.4,35062,443,TCP,10.37,4,4,228,1980,276.0,48.49,13384.09,0
172.1.34.73,8.8.4.4,44762,443,TCP,10.3698,3,4,174,2044,316.86,42.49,13464.05,0
172.1.34.73,8.8.8.8,1809,53,TCP,10.319,5,6,450,369,74.45,101.31,7543.31,0
172.1.34.73,8.8.4.4,60792,443,TCP,10.3042,4,4,240,2012,281.5,74.71,21030.61,0
172.1.34.73,8.8.8.8,4639,53,TCP,20.3522,6,6,459,369,69.0,27.1,1869.79,0
172.1.34.73,8.8.8.8,1813,53,TCP,19.9002,5,6,385,389,70.36,44.18,3108.58,0
172.1.34.73,8.8.8.8,57278,53,TCP,19.9,5,6,351,389,67.27,29.59,1990.68,0
172.1.34.73,142.251.222.170,22951,443,TCP,19.7906,11,8,11352,2298,718.42,109.42,78610.01,0
172.1.34.73,8.8.8.8,48742,53,TCP,18.7075,5,6,440,377,74.27,77.68,5769.53,0
172.1.34.73,8.8.8.8,10166,53,TCP,18.7074,5,6,390,377,69.73,52.11,3633.26,0
172.1.34.73,8.8.8.8,40959,53,TCP,18.575,6,6,442,371,67.75,78.3,5304.54,0
172.1.34.73,8.8.8.8,33662,53,TCP,18.5748,5,6,366,371,67.0,101.25,6783.44,0
172.1.34.73,8.8.8.8,54527,53,TCP,18.5361,5,6,463,370,75.73,96.13,7279.43,0
172.1.34.73,8.8.8.8,57401,53,TCP,18.5359,5,6,406,370,70.55,96.27,6791.59,0
172.1.34.73,8.8.8.8,1573,53,TCP,18.244,6,6,509,374,73.58,42.07,3095.33,0
172.1.34.73,8.8.8.8,9809,53,TCP,18.2438,5,6,410,374,71.27,38.58,2749.75,0
172.1.34.73,8.8.8.8,32291,53,TCP,18.2436,5,6,344,373,65.18,36.75,2395.11,0
172.1.34.73,8.8.8.8,9862,53,TCP,18.2434,5,6,335,373,64.36,33.79,2174.57,0
172.1.34.73,8.8.8.8,47216,53,TCP,18.234,5,6,383,380,69.36,45.51,3156.94,0
172.1.34.73,8.8.8.8,48378,53,TCP,18.2338,5,6,342,380,65.64,37.99,2493.7,0
172.1.34.73,8.8.8.8,30269,53,TCP,17.5951,5,6,383,387,70.0,58.03,4062.32,0
172.1.34.73,8.8.8.8,61802,53,TCP,17.5949,5,6,349,387,66.91,47.12,3152.87,0
172.1.34.73,8.8.8.8,56203,53,TCP,17.5844,5,6,392,375,69.73,61.53,4290.62,0
172.1.34.73,8.8.8.8,19623,53,TCP,17.5842,5,6,358,375,66.64,59.15,3941.35,0
172.1.34.73,8.8.8.8,60104,53,TCP,17.5268,5,6,398,375,70.27,59.32,4168.26,0
172.1.34.73,8.8.8.8,1609,53,TCP,17.5266,6,6,418,375,66.08,72.65,4801.14,0
172.1.34.73,8.8.8.8,28461,53,TCP,17.2183,5,6,394,379,70.27,30.98,2177.16,0
172.1.34.73,8.8.8.8,36132,53,TCP,17.2182,5,6,360,379,67.18,30.99,2082.09,0
172.1.34.73,8.8.8.8,53531,53,TCP,16.47,6,6,441,370,67.58,89.43,6043.67,0
172.1.34.73,8.8.8.8,39088,53,TCP,16.4698,6,6,407,370,64.75,91.19,5904.79,0
172.1.34.73,8.8.8.8,26853,53,TCP,14.8305,5,6,341,370,64.64,33.47,2163.14,0
172.1.34.73,8.8.8.8,12105,53,TCP,14.8303,5,6,444,370,74.0,33.47,2476.9,0
172.1.34.73,8.8.8.8,53409,53,TCP,14.8301,5,6,366,383,68.09,33.5,2281.17,0
172.1.34.73,8.8.8.8,33320,53,TCP,14.83,5,6,345,383,66.18,33.51,2217.91,0
172.1.34.73,8.8.8.8,51513,53,TCP,14.8252,5,6,351,380,66.45,46.35,3080.07,0
172.1.34.73,8.8.8.8,10044,53,TCP,14.8251,5,6,342,380,65.64,34.01,2232.61,0
172.1.34.73,8.8.4.4,29276,443,TCP,14.1729,4,4,228,2012,280.0,33.05,9252.99,0
172.1.34.73,8.8.4.4,58647,443,TCP,13.93,3,4,174,1980,307.71,18.69,5751.65,0
172.1.34.73,8.8.4.4,53612,443,TCP,13.9208,4,4,228,2012,280.0,21.9,6132.27,0
